Source;Target;Label;Weight;Description
85;50;PEdge8550;2;BETA-LACTAM,TETRACYCLINE
85;51;PEdge8551;2;BETA-LACTAM,TETRACYCLINE
85;52;PEdge8552;2;BETA-LACTAM,TETRACYCLINE
85;53;PEdge8553;2;BETA-LACTAM,TETRACYCLINE
85;54;PEdge8554;2;BETA-LACTAM,TETRACYCLINE
85;55;PEdge8555;2;BETA-LACTAM,TETRACYCLINE
85;56;PEdge8556;2;BETA-LACTAM,TETRACYCLINE
85;57;PEdge8557;2;BETA-LACTAM,TETRACYCLINE
85;58;PEdge8558;2;BETA-LACTAM,TETRACYCLINE
85;59;PEdge8559;2;BETA-LACTAM,TETRACYCLINE
85;60;PEdge8560;2;BETA-LACTAM,TETRACYCLINE
85;61;PEdge8561;2;BETA-LACTAM,TETRACYCLINE
85;62;PEdge8562;2;BETA-LACTAM,TETRACYCLINE
85;63;PEdge8563;2;BETA-LACTAM,TETRACYCLINE
85;64;PEdge8564;1;TETRACYCLINE
85;65;PEdge8565;2;BETA-LACTAM,TETRACYCLINE
85;66;PEdge8566;2;BETA-LACTAM,TETRACYCLINE
85;67;PEdge8567;2;BETA-LACTAM,TETRACYCLINE
85;68;PEdge8568;2;BETA-LACTAM,TETRACYCLINE
85;69;PEdge8569;2;BETA-LACTAM,TETRACYCLINE
85;70;PEdge8570;2;BETA-LACTAM,TETRACYCLINE
85;71;PEdge8571;2;BETA-LACTAM,TETRACYCLINE
85;72;PEdge8572;2;BETA-LACTAM,TETRACYCLINE
85;73;PEdge8573;2;BETA-LACTAM,TETRACYCLINE
85;74;PEdge8574;2;BETA-LACTAM,TETRACYCLINE
85;75;PEdge8575;2;BETA-LACTAM,TETRACYCLINE
85;76;PEdge8576;2;BETA-LACTAM,TETRACYCLINE
85;77;PEdge8577;2;BETA-LACTAM,TETRACYCLINE
85;78;PEdge8578;2;BETA-LACTAM,TETRACYCLINE
85;79;PEdge8579;2;BETA-LACTAM,TETRACYCLINE
85;80;PEdge8580;1;TETRACYCLINE
85;81;PEdge8581;2;BETA-LACTAM,TETRACYCLINE
85;82;PEdge8582;2;BETA-LACTAM,TETRACYCLINE
85;83;PEdge8583;2;BETA-LACTAM,TETRACYCLINE
85;84;PEdge8584;2;BETA-LACTAM,TETRACYCLINE
86;1;PEdge861;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;2;PEdge862;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;3;PEdge863;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;4;PEdge864;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;5;PEdge865;2;BETA-LACTAM,TETRACYCLINE
86;6;PEdge866;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;7;PEdge867;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;8;PEdge868;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;9;PEdge869;2;BETA-LACTAM,TETRACYCLINE
86;10;PEdge8610;2;BETA-LACTAM,TETRACYCLINE
86;11;PEdge8611;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;12;PEdge8612;2;FOSFOMYCIN,TETRACYCLINE
86;13;PEdge8613;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;14;PEdge8614;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;15;PEdge8615;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;16;PEdge8616;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;17;PEdge8617;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;18;PEdge8618;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;19;PEdge8619;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;20;PEdge8620;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;21;PEdge8621;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;22;PEdge8622;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;23;PEdge8623;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;24;PEdge8624;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;25;PEdge8625;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;26;PEdge8626;2;BETA-LACTAM,TETRACYCLINE
86;27;PEdge8627;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;28;PEdge8628;2;BETA-LACTAM,TETRACYCLINE
86;29;PEdge8629;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;30;PEdge8630;2;BETA-LACTAM,TETRACYCLINE
86;31;PEdge8631;2;BETA-LACTAM,TETRACYCLINE
86;32;PEdge8632;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;33;PEdge8633;2;BETA-LACTAM,TETRACYCLINE
86;34;PEdge8634;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;35;PEdge8635;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;36;PEdge8636;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;37;PEdge8637;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;38;PEdge8638;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;39;PEdge8639;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;40;PEdge8640;2;BETA-LACTAM,TETRACYCLINE
86;41;PEdge8641;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;42;PEdge8642;2;BETA-LACTAM,TETRACYCLINE
86;43;PEdge8643;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;44;PEdge8644;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;45;PEdge8645;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;46;PEdge8646;2;BETA-LACTAM,TETRACYCLINE
86;47;PEdge8647;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;48;PEdge8648;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;49;PEdge8649;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;50;PEdge8650;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;51;PEdge8651;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;52;PEdge8652;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;53;PEdge8653;2;BETA-LACTAM,TETRACYCLINE
86;54;PEdge8654;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;55;PEdge8655;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;56;PEdge8656;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;57;PEdge8657;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;58;PEdge8658;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;59;PEdge8659;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;60;PEdge8660;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;61;PEdge8661;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;62;PEdge8662;2;BETA-LACTAM,TETRACYCLINE
86;63;PEdge8663;2;BETA-LACTAM,TETRACYCLINE
86;64;PEdge8664;2;FOSFOMYCIN,TETRACYCLINE
86;65;PEdge8665;2;BETA-LACTAM,TETRACYCLINE
86;66;PEdge8666;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;67;PEdge8667;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;68;PEdge8668;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;69;PEdge8669;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;70;PEdge8670;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;71;PEdge8671;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;72;PEdge8672;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;73;PEdge8673;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;74;PEdge8674;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;75;PEdge8675;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;76;PEdge8676;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;77;PEdge8677;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;78;PEdge8678;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;79;PEdge8679;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;80;PEdge8680;2;FOSFOMYCIN,TETRACYCLINE
86;81;PEdge8681;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;82;PEdge8682;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;83;PEdge8683;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;84;PEdge8684;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
86;85;PEdge8685;2;BETA-LACTAM,TETRACYCLINE
87;1;PEdge871;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;2;PEdge872;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;3;PEdge873;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;4;PEdge874;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;5;PEdge875;2;BETA-LACTAM,TETRACYCLINE
87;6;PEdge876;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;7;PEdge877;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;8;PEdge878;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;9;PEdge879;2;BETA-LACTAM,TETRACYCLINE
87;10;PEdge8710;2;BETA-LACTAM,TETRACYCLINE
87;11;PEdge8711;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;12;PEdge8712;2;FOSFOMYCIN,TETRACYCLINE
87;13;PEdge8713;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;14;PEdge8714;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;15;PEdge8715;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;16;PEdge8716;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;17;PEdge8717;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;18;PEdge8718;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;19;PEdge8719;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;20;PEdge8720;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;21;PEdge8721;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;22;PEdge8722;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;23;PEdge8723;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;24;PEdge8724;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;25;PEdge8725;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;26;PEdge8726;2;BETA-LACTAM,TETRACYCLINE
87;27;PEdge8727;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;28;PEdge8728;2;BETA-LACTAM,TETRACYCLINE
87;29;PEdge8729;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;30;PEdge8730;2;BETA-LACTAM,TETRACYCLINE
87;31;PEdge8731;2;BETA-LACTAM,TETRACYCLINE
87;32;PEdge8732;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;33;PEdge8733;2;BETA-LACTAM,TETRACYCLINE
87;34;PEdge8734;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;35;PEdge8735;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;36;PEdge8736;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;37;PEdge8737;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;38;PEdge8738;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;39;PEdge8739;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;40;PEdge8740;2;BETA-LACTAM,TETRACYCLINE
87;41;PEdge8741;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;42;PEdge8742;2;BETA-LACTAM,TETRACYCLINE
87;43;PEdge8743;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;44;PEdge8744;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;45;PEdge8745;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;46;PEdge8746;2;BETA-LACTAM,TETRACYCLINE
87;47;PEdge8747;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;48;PEdge8748;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;49;PEdge8749;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;50;PEdge8750;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;51;PEdge8751;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;52;PEdge8752;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;53;PEdge8753;2;BETA-LACTAM,TETRACYCLINE
87;54;PEdge8754;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;55;PEdge8755;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;56;PEdge8756;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;57;PEdge8757;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;58;PEdge8758;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;59;PEdge8759;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;60;PEdge8760;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;61;PEdge8761;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;62;PEdge8762;2;BETA-LACTAM,TETRACYCLINE
87;63;PEdge8763;2;BETA-LACTAM,TETRACYCLINE
87;64;PEdge8764;2;FOSFOMYCIN,TETRACYCLINE
87;65;PEdge8765;2;BETA-LACTAM,TETRACYCLINE
87;66;PEdge8766;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;67;PEdge8767;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;68;PEdge8768;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;69;PEdge8769;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;70;PEdge8770;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;71;PEdge8771;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;72;PEdge8772;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;73;PEdge8773;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;74;PEdge8774;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;75;PEdge8775;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;76;PEdge8776;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;77;PEdge8777;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;78;PEdge8778;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;79;PEdge8779;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;80;PEdge8780;2;FOSFOMYCIN,TETRACYCLINE
87;81;PEdge8781;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;82;PEdge8782;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;83;PEdge8783;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;84;PEdge8784;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
87;85;PEdge8785;2;BETA-LACTAM,TETRACYCLINE
87;86;PEdge8786;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;1;PEdge881;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;2;PEdge882;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;3;PEdge883;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;4;PEdge884;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;5;PEdge885;2;BETA-LACTAM,TETRACYCLINE
88;6;PEdge886;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;7;PEdge887;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;8;PEdge888;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;9;PEdge889;2;BETA-LACTAM,TETRACYCLINE
88;10;PEdge8810;2;BETA-LACTAM,TETRACYCLINE
88;11;PEdge8811;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;12;PEdge8812;2;FOSFOMYCIN,TETRACYCLINE
88;13;PEdge8813;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;14;PEdge8814;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;15;PEdge8815;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;16;PEdge8816;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;17;PEdge8817;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;18;PEdge8818;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;19;PEdge8819;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;20;PEdge8820;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;21;PEdge8821;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;22;PEdge8822;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;23;PEdge8823;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;24;PEdge8824;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;25;PEdge8825;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;26;PEdge8826;2;BETA-LACTAM,TETRACYCLINE
88;27;PEdge8827;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;28;PEdge8828;2;BETA-LACTAM,TETRACYCLINE
88;29;PEdge8829;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;30;PEdge8830;2;BETA-LACTAM,TETRACYCLINE
88;31;PEdge8831;2;BETA-LACTAM,TETRACYCLINE
88;32;PEdge8832;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;33;PEdge8833;2;BETA-LACTAM,TETRACYCLINE
88;34;PEdge8834;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;35;PEdge8835;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;36;PEdge8836;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;37;PEdge8837;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;38;PEdge8838;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;39;PEdge8839;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;40;PEdge8840;2;BETA-LACTAM,TETRACYCLINE
88;41;PEdge8841;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;42;PEdge8842;2;BETA-LACTAM,TETRACYCLINE
88;43;PEdge8843;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;44;PEdge8844;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;45;PEdge8845;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;46;PEdge8846;2;BETA-LACTAM,TETRACYCLINE
88;47;PEdge8847;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;48;PEdge8848;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;49;PEdge8849;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;50;PEdge8850;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;51;PEdge8851;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;52;PEdge8852;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;53;PEdge8853;2;BETA-LACTAM,TETRACYCLINE
88;54;PEdge8854;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;55;PEdge8855;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;56;PEdge8856;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;57;PEdge8857;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;58;PEdge8858;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;59;PEdge8859;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;60;PEdge8860;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;61;PEdge8861;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;62;PEdge8862;2;BETA-LACTAM,TETRACYCLINE
88;63;PEdge8863;2;BETA-LACTAM,TETRACYCLINE
88;64;PEdge8864;2;FOSFOMYCIN,TETRACYCLINE
88;65;PEdge8865;2;BETA-LACTAM,TETRACYCLINE
88;66;PEdge8866;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;67;PEdge8867;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;68;PEdge8868;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;69;PEdge8869;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;70;PEdge8870;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;71;PEdge8871;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;72;PEdge8872;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;73;PEdge8873;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;74;PEdge8874;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;75;PEdge8875;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;76;PEdge8876;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;77;PEdge8877;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;78;PEdge8878;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;79;PEdge8879;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;80;PEdge8880;2;FOSFOMYCIN,TETRACYCLINE
88;81;PEdge8881;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;82;PEdge8882;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;83;PEdge8883;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;84;PEdge8884;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;85;PEdge8885;2;BETA-LACTAM,TETRACYCLINE
88;86;PEdge8886;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
88;87;PEdge8887;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;1;PEdge891;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
89;2;PEdge892;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;3;PEdge893;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;4;PEdge894;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
89;5;PEdge895;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
89;6;PEdge896;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;7;PEdge897;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;8;PEdge898;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
89;9;PEdge899;2;BETA-LACTAM,TETRACYCLINE
89;10;PEdge8910;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
89;11;PEdge8911;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;12;PEdge8912;2;FOSFOMYCIN,TETRACYCLINE
89;13;PEdge8913;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;14;PEdge8914;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;15;PEdge8915;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;16;PEdge8916;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;17;PEdge8917;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;18;PEdge8918;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;19;PEdge8919;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;20;PEdge8920;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;21;PEdge8921;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;22;PEdge8922;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
89;23;PEdge8923;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;24;PEdge8924;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;25;PEdge8925;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
89;26;PEdge8926;2;BETA-LACTAM,TETRACYCLINE
89;27;PEdge8927;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;28;PEdge8928;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
89;29;PEdge8929;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;30;PEdge8930;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
89;31;PEdge8931;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
89;32;PEdge8932;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;33;PEdge8933;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
89;34;PEdge8934;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;35;PEdge8935;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;36;PEdge8936;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;37;PEdge8937;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;38;PEdge8938;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;39;PEdge8939;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;40;PEdge8940;2;BETA-LACTAM,TETRACYCLINE
89;41;PEdge8941;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;42;PEdge8942;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
89;43;PEdge8943;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;44;PEdge8944;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;45;PEdge8945;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
89;46;PEdge8946;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
89;47;PEdge8947;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;48;PEdge8948;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
89;49;PEdge8949;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
